City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,manokwari,-0.8667,134.0833,26.17,79,92,0.9,ID,1699383325
355,houghton,47.1219,-88.569,0.93,89,100,3.09,US,1699383325
356,tashtagol,52.7657,87.8894,-4.71,98,100,0.89,RU,1699383326
357,rikaze,29.25,88.8833,0.47,48,16,1.35,CN,1699383326
358,palmer,42.1584,-72.3287,19.12,62,40,5.66,US,1699383326
359,novodvinsk,64.4165,40.8122,0.44,99,100,1.71,RU,1699383326
360,tutzing,47.9094,11.2803,7.35,88,75,4.12,DE,1699383327
361,elverum,60.8819,11.5623,1.35,100,100,0.99,NO,1699383327
362,alice springs,-23.7,133.8833,18.75,24,41,0.0,AU,1699383327
363,rio preto da eva,-2.6994,-59.6997,23.59,95,100,0.74,BR,1699383327
364,pinsk,52.1229,26.0951,7.15,89,6,3.04,BY,1699383328
365,kromy,52.6876,35.7667,7.58,88,8,5.19,RU,1699383328
366,antofagasta,-23.65,-70.4,18.6,68,12,5.11,CL,1699383134
367,tobelo,1.7284,128.0095,26.52,80,100,1.08,ID,1699383328
368,kutulik,53.3508,102.7839,-13.87,94,45,1.87,RU,1699383329
369,sungai penuh,-2.0833,101.3833,18.83,98,100,0.13,ID,1699383329
370,papao,-17.75,-149.55,26.82,85,96,10.71,PF,1699383329
371,codrington,-38.2667,141.9667,8.92,96,39,1.93,AU,1699383330
372,inarajan village,13.2736,144.7484,28.54,92,39,5.5,GU,1699383330
373,kirakira,-10.4544,161.9205,24.98,95,100,3.47,SB,1699383330
374,yuzhno-kurilsk,44.0306,145.8556,9.1,72,10,8.99,RU,1699383330
375,maintirano,-18.0667,44.0167,26.56,83,0,1.98,MG,1699383331
376,brookings,44.3114,-96.7984,7.88,71,0,7.72,US,1699383232
377,sevastopol,44.6,33.5333,15.72,52,100,2.42,UA,1699383202
378,san pedro del parana,-26.8333,-56.2,31.03,56,91,2.87,PY,1699383331
379,inyati,-19.6756,28.8469,23.83,47,100,6.49,ZW,1699383332
380,puerto madryn,-42.7692,-65.0385,21.36,23,99,10.54,AR,1699383332
381,bahia blanca,-38.7196,-62.2724,25.46,37,100,1.79,AR,1699383332
382,puri,19.8,85.85,23.29,66,10,1.28,IN,1699383332
383,mahina,-17.5065,-149.489,26.87,78,75,2.06,PF,1699383179
384,acarau,-2.8856,-40.12,29.46,58,90,8.92,BR,1699383233
385,sinabang,2.4803,96.3801,25.52,86,100,1.37,ID,1699383180
386,trairi,-3.2778,-39.2689,29.13,58,80,6.28,BR,1699383056
387,berezovo,63.9381,65.0419,1.41,100,100,2.55,RU,1699383333
388,isla mujeres,21.2311,-86.731,28.03,68,100,5.03,MX,1699383334
389,vuktyl,63.8567,57.3094,2.28,99,100,4.47,RU,1699383334
390,isiro,2.7739,27.616,19.27,95,100,0.69,CD,1699383334
391,nova sintra,14.8667,-24.7167,23.84,72,94,7.81,CV,1699383334
392,el dorado,38.7666,-120.5177,12.35,83,15,2.16,US,1699383334
393,mishelevka,52.8575,103.1719,-13.48,92,90,2.21,RU,1699383335
394,oyama,36.3,139.8,18.1,56,0,0.34,JP,1699383335
395,huarmey,-10.0681,-78.1522,22.61,69,57,5.88,PE,1699383313
396,behshahr,36.6923,53.5526,16.97,81,91,4.02,IR,1699383335
397,knyaze-volkonskoye,48.4642,135.4567,-5.81,93,100,3.58,RU,1699383336
398,kerikeri,-35.2268,173.9474,12.73,91,74,4.56,NZ,1699383336
399,edmundston,47.3737,-68.3251,3.63,100,100,3.6,CA,1699383219
400,sant'agata di militello,38.0679,14.6327,20.81,65,53,1.52,IT,1699383336
401,aoulef,26.9667,1.0833,29.52,10,100,3.33,DZ,1699383336
402,aleksandrov gay,50.147,48.5704,9.13,87,84,6.1,RU,1699383337
403,sant'antioco,39.0664,8.4522,16.28,75,99,3.55,IT,1699383337
404,tomelilla,55.5429,13.9546,9.03,83,100,6.92,SE,1699383337
405,kone,-21.0595,164.8658,19.4,81,4,1.88,NC,1699383338
406,gwadar,25.1216,62.3254,25.8,65,3,1.85,PK,1699383338
407,sault ste. marie,46.5168,-84.3333,2.16,64,100,5.14,CA,1699383100
408,cobram,-35.9167,145.65,14.3,90,7,3.2,AU,1699383338
409,undurkhaan,47.3194,110.6556,-20.89,88,18,2.7,MN,1699383339
410,cockburn town,21.4612,-71.1419,27.67,74,7,3.65,TC,1699383202
411,anori,-3.7728,-61.6442,26.86,73,100,1.6,BR,1699383339
412,bodo,67.28,14.405,2.02,88,0,4.63,NO,1699383204
413,kapuskasing,49.4169,-82.4331,-1.95,69,75,5.66,CA,1699383339
414,nuku'alofa,-21.1333,-175.2,23.19,94,20,2.06,TO,1699383339
415,riachao das neves,-11.7461,-44.91,30.16,47,100,2.74,BR,1699383339
416,bucerias,20.75,-105.3333,32.21,70,80,2.41,MX,1699383080
417,viedma,-40.8135,-62.9967,26.18,12,90,14.03,AR,1699383340
418,grand falls-windsor,48.9332,-55.6649,4.17,61,100,1.92,CA,1699383340
419,zemio,5.0314,25.1361,21.47,97,99,1.01,CF,1699383340
420,eyl,7.9803,49.8164,26.4,79,100,7.06,SO,1699383341
421,maile,-38.9466,-72.3727,15.34,54,87,4.09,CL,1699383341
422,ungsang-nodongjagu,42.3578,130.4622,0.5,54,6,1.54,KP,1699383341
423,kununurra,-15.7667,128.7333,25.99,78,0,1.54,AU,1699383341
424,newman,37.3138,-121.0208,18.46,61,0,2.68,US,1699383341
425,beipiao,41.7919,120.7792,-3.35,97,100,0.2,CN,1699383342
426,taquaritinga do norte,-7.9031,-36.0442,29.09,39,31,8.08,BR,1699383342
427,nov,40.1522,69.3708,13.35,28,100,2.16,TJ,1699383342
428,tarnogskiy gorodok,60.4997,43.5761,5.47,87,100,4.79,RU,1699383342
429,sangueya,10.7,-14.3667,26.99,82,22,2.07,GN,1699383343
430,petrolina,-9.3986,-40.5008,33.03,40,75,5.14,BR,1699383343
431,bridgewater,44.3835,-64.5155,10.82,88,100,7.72,CA,1699383109
432,revelstoke,50.9832,-118.2023,5.01,93,100,3.09,CA,1699383343
433,newport,51.5877,-2.9984,10.06,88,6,3.49,GB,1699383343
434,bismarck,46.8083,-100.7837,3.48,93,100,4.63,US,1699383343
435,kyren,51.6828,102.1408,-16.7,87,65,0.89,RU,1699383344
436,vila do maio,15.1333,-23.2167,27.44,73,99,9.28,CV,1699383344
437,ebon,4.582,168.6964,28.59,75,87,6.91,MH,1699383344
438,plettenberg bay,-34.0527,23.3716,15.08,78,100,2.64,ZA,1699383344
439,diu,20.7141,70.9822,25.82,49,97,2.09,IN,1699383344
440,tofol,5.3248,163.0078,28.15,77,100,3.32,FM,1699383345
441,saint-pierre,-21.3393,55.4781,22.82,94,75,6.69,RE,1699383345
442,bhimunipatnam,17.8833,83.4333,25.73,78,47,1.37,IN,1699383345
443,dhuusamarreeb,5.535,46.3861,26.38,67,100,6.08,SO,1699383345
444,cocentaina,38.7398,-0.4398,13.72,38,12,2.91,ES,1699383345
445,noormarkku,61.5927,21.8685,3.88,100,100,2.06,FI,1699383346
446,namibe,-15.1961,12.1522,20.14,73,0,3.19,AO,1699383346
447,holualoa,19.6228,-155.9522,23.77,84,75,3.6,US,1699383346
448,yung shue wan,22.2333,114.1167,25.68,80,100,9.86,HK,1699383346
449,salalah,17.0151,54.0924,27.05,69,0,2.06,OM,1699383346
450,putina,-15.4667,-69.4333,14.32,52,100,5.04,PE,1699383346
451,sitges,41.2351,1.8119,15.56,50,10,5.09,ES,1699383347
452,gaspe,48.8334,-64.4819,4.95,93,100,4.12,CA,1699383347
453,paracuru,-3.41,-39.0306,28.39,61,27,6.14,BR,1699383206
454,ortona,42.3496,14.4039,16.32,86,31,0.33,IT,1699383347
455,santa marta,11.2408,-74.199,33.03,72,20,3.09,CO,1699383292
456,durant,33.994,-96.3708,29.71,46,0,5.66,US,1699383347
457,olyokminsk,60.3736,120.4264,-19.48,98,93,1.33,RU,1699383348
458,puerto colombia,10.9878,-74.9547,31.05,73,34,4.2,CO,1699383349
459,murray bridge,-35.1167,139.2667,11.85,94,15,3.0,AU,1699383350
460,oakland,42.6667,-83.3999,10.53,67,100,5.14,US,1699383059
461,agbor,6.2518,6.1934,24.59,89,100,1.68,NG,1699383351
462,nankana sahib,31.4475,73.6972,22.65,32,90,0.9,PK,1699383351
463,kendari,-3.945,122.4989,22.94,94,87,0.94,ID,1699383351
464,beja,36.7256,9.1817,16.36,83,100,4.61,TN,1699383351
465,zyryanovsk,49.7386,84.2719,-11.48,93,41,0.57,KZ,1699383351
466,mirnyy,62.5353,113.9611,-14.31,84,100,1.79,RU,1699383352
467,yazman,29.1212,71.7446,26.1,27,7,2.25,PK,1699383352
468,axim,4.8699,-2.2405,26.67,84,98,3.84,GH,1699383166
469,uturoa,-16.7333,-151.4333,25.31,79,93,10.91,PF,1699383352
470,demre,36.2537,29.9777,20.27,82,0,1.74,TR,1699383327
471,bridgeport,41.167,-73.2048,18.87,70,0,4.63,US,1699383352
472,mersrags,57.3354,23.1246,8.89,86,100,5.74,LV,1699383352
473,fukuecho,32.6881,128.8419,16.12,61,5,4.17,JP,1699383353
474,kavaratti,10.5669,72.642,28.27,74,48,1.77,IN,1699383353
475,zhanaozen,43.3,52.8,11.65,82,0,6.06,KZ,1699383353
476,poddebice,51.8934,18.9573,9.36,66,100,4.03,PL,1699383072
477,hirara,24.8,125.2833,22.92,73,75,6.17,JP,1699383353
478,maragogi,-9.0122,-35.2225,27.62,66,17,4.7,BR,1699383353
479,adam,22.3756,57.5233,25.51,34,10,3.57,OM,1699383353
480,mount pearl,47.5166,-52.7813,4.69,62,100,1.34,CA,1699383354
481,naliya,23.2667,68.8333,28.35,32,0,1.96,IN,1699383354
482,sumenep,-7.0167,113.8667,27.11,75,56,3.43,ID,1699383354
483,dinghaicun,26.2847,119.7936,19.51,67,94,5.15,CN,1699383354
484,tabou,4.423,-7.3528,26.27,86,19,3.43,CI,1699383354
485,dahlonega,34.5326,-83.9849,25.99,43,0,3.44,US,1699383354
486,kasongo-lunda,-6.4667,16.8167,25.12,78,91,0.87,CD,1699383354
487,maramba,-5.05,38.6167,17.85,96,72,0.68,TZ,1699383355
488,salym,60.0625,71.4789,-1.58,93,100,2.53,RU,1699383355
489,fernandina beach,30.6697,-81.4626,28.88,46,0,3.6,US,1699383335
490,palikir - national government center,6.9248,158.1611,26.41,89,100,2.57,FM,1699383355
491,palembang,-2.9167,104.7458,25.05,100,100,1.54,ID,1699383355
492,sesto san giovanni,45.5345,9.234,11.87,87,13,1.54,IT,1699383286
493,kitimat,54.0524,-128.6534,6.06,77,100,2.24,CA,1699383355
494,tonghae,37.5439,129.1069,7.58,47,0,2.39,KR,1699383356
495,aitape,-3.1374,142.3475,25.64,90,100,1.84,PG,1699383356
496,lincoln city,44.9582,-124.0179,13.83,90,94,4.47,US,1699383356
497,boca suno,-0.7167,-77.1333,31.77,61,97,0.69,EC,1699383356
498,turpan,42.9333,89.1667,6.84,18,4,0.8,CN,1699383356
499,dunda,-8.1167,34.25,24.45,58,65,2.14,TZ,1699383356
500,murzuq,25.9155,13.9184,24.47,17,0,3.92,LY,1699383356
501,baiyin,36.5583,104.2081,3.57,34,0,1.98,CN,1699383357
502,mersa matruh,31.3525,27.2453,24.11,69,40,2.57,EG,1699383260
503,visakhapatnam,17.69,83.2093,25.94,94,40,2.57,IN,1699383286
504,ulsteinvik,62.3432,5.8487,9.31,86,99,0.89,NO,1699383357
505,fisterra,42.9049,-9.2629,12.64,65,100,6.68,ES,1699383357
506,maquoketa,42.0689,-90.6657,11.87,51,100,3.43,US,1699383357
507,worland,44.0169,-107.9554,13.71,43,0,2.06,US,1699383357
508,kota,25.1833,75.8333,25.03,34,3,2.69,IN,1699383357
509,port douglas,-16.4833,145.4667,23.77,84,72,3.15,AU,1699383357
510,bathurst,-33.4166,149.5806,11.09,86,99,1.32,AU,1699383358
511,dobczyce,49.8811,20.0894,8.6,73,81,1.67,PL,1699383358
512,vinhais,41.8351,-7.005,7.37,86,100,1.22,PT,1699383358
513,pechory,57.8164,27.6119,6.7,87,100,4.73,RU,1699383358
514,neiafu,-18.65,-173.9833,25.38,83,40,4.12,TO,1699383358
515,kisangani,0.5167,25.2,22.66,97,80,1.14,CD,1699383358
516,bom jesus,-9.0744,-44.3586,31.76,43,96,1.94,BR,1699383358
517,camana,-16.6228,-72.7111,21.02,72,99,4.62,PE,1699383359
518,woodland,38.6785,-121.7733,18.75,68,20,4.12,US,1699383359
519,rundu,-17.9333,19.7667,25.47,50,74,2.43,NA,1699383359
520,alta,69.9689,23.2717,0.59,87,75,1.54,NO,1699383359
521,daru,-9.0763,143.2092,25.33,86,93,4.72,PG,1699383359
522,lobujya,27.95,86.8167,-10.5,37,0,1.44,NP,1699383359
523,colares,38.7992,-9.4469,15.98,77,20,8.05,PT,1699383359
524,san jose del guaviare,2.5729,-72.6459,27.93,79,98,0.64,CO,1699383360
525,ha'il,27.5219,41.6907,22.01,46,0,1.03,SA,1699383360
526,al burayqah,30.4062,19.5739,23.34,62,0,2.81,LY,1699383360
527,tulun,54.5611,100.5792,-14.39,97,35,1.4,RU,1699383360
528,stjordalshalsen,63.4681,10.9262,3.29,87,75,2.06,NO,1699383360
529,eldorado at santa fe,35.5264,-105.9347,20.22,21,0,6.17,US,1699383360
530,swift current,50.2834,-107.8014,3.45,93,100,2.57,CA,1699383360
531,sao felipe,-14.8167,-41.3833,29.83,42,99,3.8,BR,1699383361
532,springbok,-29.6643,17.8865,12.76,72,20,2.33,ZA,1699383361
533,maych'ew,12.7875,39.5422,14.94,64,100,5.19,ET,1699383361
534,listowel,52.4464,-9.485,8.84,85,100,5.27,IE,1699383361
535,isperih,43.7167,26.8333,14.97,76,100,4.12,BG,1699383362
536,tuy hoa,13.0833,109.3,24.28,92,100,1.75,VN,1699383362
537,amga,60.8953,131.9608,-30.06,100,31,0.39,RU,1699383363
538,marshfield,44.6689,-90.1718,7.53,61,0,2.57,US,1699383245
539,schaffhausen,47.6973,8.6349,7.89,100,100,3.55,CH,1699383363
540,ola,59.5833,151.2833,-21.59,79,3,5.91,RU,1699383364
541,brezina,33.0989,1.2608,15.09,38,76,8.05,DZ,1699383364
542,kuningan,-6.9758,108.4831,22.1,89,98,1.9,ID,1699383364
543,port saint john's,-31.6229,29.5448,18.86,77,100,5.38,ZA,1699383364
544,ao luek,8.378,98.7212,24.07,91,100,1.44,TH,1699383364
545,vadso,70.0744,29.7487,1.09,86,75,4.63,NO,1699383365
546,ljungby,56.8332,13.9408,7.77,96,98,3.08,SE,1699383365
547,fort st. john,56.2499,-120.8529,-0.06,93,75,5.14,CA,1699383366
548,'ain benian,36.8028,2.9219,16.03,52,93,3.56,DZ,1699383366
549,bardai,11.65,7.2333,25.49,22,68,2.93,NG,1699383366
550,goz beida,13.95,20.55,30.27,17,65,4.59,TD,1699383367
551,bagneres-de-bigorre,43.0667,0.15,7.22,87,100,2.57,FR,1699383367
552,minden,52.2833,8.9167,9.15,83,20,4.63,DE,1699383367
553,castro alves,-12.7656,-39.4283,21.39,91,100,3.53,BR,1699383367
554,leh,34.1667,77.5833,0.94,37,68,1.35,IN,1699383367
555,jayrud,33.8074,36.7404,17.7,44,0,0.74,SY,1699383368
556,valle de la pascua,9.2155,-66.0073,29.92,67,96,2.08,VE,1699383368
557,peruibe,-24.32,-46.9983,22.79,64,29,4.1,BR,1699383368
558,ghardaia,32.4909,3.6735,22.64,31,20,4.63,DZ,1699383369
559,paita,-5.0892,-81.1144,22.75,71,10,8.86,PE,1699383369
560,sambava,-14.2667,50.1667,24.64,82,88,5.28,MG,1699383263
561,taiynsha,53.8478,69.7639,2.45,51,100,3.13,KZ,1699383369
562,bandarbeyla,9.4942,50.8122,26.25,83,85,6.41,SO,1699383369
563,mount isa,-20.7333,139.5,20.87,64,6,0.0,AU,1699383083
564,lazaro cardenas,17.9583,-102.2,29.84,70,34,2.21,MX,1699383251
565,arkhangel'sk,64.5401,40.5433,0.63,99,100,1.77,RU,1699383370
